workerid,proliferate.condition,classification,num,sentence,stim,text,trial,type,subject_data.age,subject_data.american,subject_data.assessment,subject_data.comments,subject_data.fairprice,subject_data.gender,subject_data.languages,subject_data.problems,time_in_minutes,error
39,condition1,neither,24,"You've lied to me, held me captive, and separated me from the people I love most in the world. But worst of all, you've used your piety as an excuse to take away my freedom…",,of choice,6,non-legal,41,Yes,Yes,,3,Female,English,no,6.050266667,
238,condition1,neither,7,"No, substantively, nothing has changed. It might be comforting to dig for the positives but the fact remains that this ruling will keep Obama in the WH. There will be nothing left of freedom…",,of choice.,2,legal,71,Yes,Yes,"Different, but interesting ",1.6,Female,English ,No,15.14003333,
157,condition1,neither,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,of choice.,5,legal,37,Yes,Yes,Fun and consistently engaging experiment.,2,Male,English,None encountered.,11.36371667,
213,condition1,neither,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of choice.,9,non-legal,49,Yes,Yes,,3,Female,English,No,6.198416667,
108,condition1,neither,7,"No, substantively, nothing has changed. It might be comforting to dig for the positives but the fact remains that this ruling will keep Obama in the WH. There will be nothing left of freedom…",,of choice.,3,legal,38,Yes,Yes,,yes,Male,english,no,11.8491,
224,condition1,neither,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of choosing their genders,4,non-legal,32,Yes,Yes,"Some of the sentences were a bit hard to understand. The grammar was ambiguous, so it was difficult to find a phrase that would naturally follow.",3,Male,English,Nothing technical or significant (See next text box).,7.739016667,
226,condition1,neither,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,of company.,10,non-legal,21,Yes,Yes,,$1.50 ,Male,English,No,8.550316667,
44,condition1,neither,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,of death,7,non-legal,24,Yes,Yes,,,Male,English,no,5.355033333,
109,condition1,neither,31,"When people are allowed to choose and do whatever they want, they end up making bad choices that close off the possibility of other future free choices. So the solution is to maximize their overall freedom by limiting freedom…",,of decision,7,non-legal,45,Yes,Yes,,$5.00 ,Male,English,No,6.699683333,
113,condition1,neither,12,"The prominence of these moguls was so well known it inspired a nickname -- the Boligarchs -- for their fast accumulation of wealth and their ties to the government, which reveres Simon Bolivar, the 19th-century aristocrat who won Venezuela's freedom…",,of democracy,8,legal,48,Yes,Yes,,2,Male,english,no,6.88615,
107,condition1,neither,33,"The story of slavery and freedom told so movingly inside the museum, however, is also a painful and shameful narrative heard beyond the building's grounds. Visitors don't have to enter the building to learn about slavery or see symbols of the Black struggle to defend freedom…",,of equality,10,non-legal,53,Yes,Yes,,Can't tell honestly,Male,English,,12.11313333,
103,condition1,neither,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of experience,5,non-legal,38,Yes,Yes,i have no comments,2,Male,english,no,6.233216667,
206,condition1,neither,23,"I turn to see Grandmother, wiping her eyes and lighting a candle at her shrine. She makes the Sign of the Cross, then tells me a story about the rich man who had everything he wanted except freedom…",,of faith.,7,non-legal,31,Yes,Yes,,2,Female,English,None noticed.,7.65585,
187,condition1,neither,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flight,2,non-legal,22,Yes,Yes,,2,Female,English,No,7.344016667,
70,condition1,neither,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flight,4,non-legal,29,No,Yes,,2.30 pound,Male,English,no,13.55908333,
96,condition1,neither,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flight.,8,non-legal,40,Yes,Yes,,yes,Female,english,no,4.072983333,
39,condition1,neither,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flying,3,non-legal,41,Yes,Yes,,3,Female,English,no,6.050266667,
226,condition1,neither,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,of flying.,3,non-legal,21,Yes,Yes,,$1.50 ,Male,English,No,8.550316667,
199,condition1,neither,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of her parents,4,non-legal,19,Yes,Yes,Great Survey!,$5 ,Male,English,No,5.808683333,
186,condition1,neither,33,"The story of slavery and freedom told so movingly inside the museum, however, is also a painful and shameful narrative heard beyond the building's grounds. Visitors don't have to enter the building to learn about slavery or see symbols of the Black struggle to defend freedom…",,Of life ,10,non-legal,33,Yes,Yes,,1,Male,English ,,4.1491,
169,condition1,neither,26,"Knowing constitutional law requires full knowledge of all four Organic Laws of the United States of America and the only way to acquire that knowledge is to read and study those laws. Together, the Declaration of Independence and the Articles of Confederation provide a path to freedom…",,of living,9,legal,30,Yes,Yes,,$2.40 ,Male,English,No problems.,13.24073333,
210,condition1,neither,34,"It has built 2,000 acres of new islands from sand and coral in the South China Sea, replete with bases and runways. In May, the United States started sending Navy warships to within 12 nautical miles of the islands to assert freedom…",,of navigation.,7,non-legal,53,Yes,Yes,,3,Male,English ,none,25.32748333,
196,condition1,neither,31,"When people are allowed to choose and do whatever they want, they end up making bad choices that close off the possibility of other future free choices. So the solution is to maximize their overall freedom by limiting freedom…",,of potential bad options.,4,non-legal,45,Yes,Yes,Thank you for the opportunity to participate!,$5 ,Male,English,No,16.23405,
25,condition1,neither,32,"They, more than anyone, understand that what they protect is not a dead soldier, but a symbol of the value we place on those who gave their lives to defend the country they love, its way of life and the freedom…",,Of protecting America,3,non-legal,34,Yes,Yes,,4,Female,English,No,7.874916667,
198,condition1,neither,22,The trip begins in silence as the huge ship departs the Earth transport ship that brought you this far. In comfort you watch as the airship tilts up relative to the planet's surface. You start to feel some freedom…,,Of relief ,8,non-legal,38,Yes,Yes,,Yes,Female,English,No,16.5609,
